"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jun 29 00:59:46 UTC 2026","Mon Jun 29 00:59:46 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Mon Jun 29 00:57:41 UTC 2026","Mon Jun 29 00:57:43 UTC 2026","1646","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Mon Jun 29 00:56:28 UTC 2026","Mon Jun 29 00:56:29 UTC 2026","1009","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Mon Jun 29 00:57:05 UTC 2026","Mon Jun 29 00:57:06 UTC 2026","398","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"failed","Mon Jun 29 00:56:29 UTC 2026","Mon Jun 29 00:56:34 UTC 2026","5316","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"broken","Mon Jun 29 00:59:16 UTC 2026","Mon Jun 29 00:59:46 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"failed","Mon Jun 29 00:57:44 UTC 2026","Mon Jun 29 00:58:41 UTC 2026","56915","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"broken","Mon Jun 29 00:57:11 UTC 2026","Mon Jun 29 00:57:41 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"broken","Mon Jun 29 00:59:52 UTC 2026","Mon Jun 29 01:00:22 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"failed","Mon Jun 29 00:57:06 UTC 2026","Mon Jun 29 00:57:11 UTC 2026","5174","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"passed","Mon Jun 29 00:57:05 UTC 2026","Mon Jun 29 00:57:05 UTC 2026","408","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"passed","Mon Jun 29 00:57:43 UTC 2026","Mon Jun 29 00:57:44 UTC 2026","1056","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"broken","Mon Jun 29 00:58:46 UTC 2026","Mon Jun 29 00:59:16 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"broken","Mon Jun 29 00:56:34 UTC 2026","Mon Jun 29 00:57:04 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"failed","Mon Jun 29 00:58:41 UTC 2026","Mon Jun 29 00:58:41 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Mon Jun 29 00:57:05 UTC 2026","Mon Jun 29 00:57:05 UTC 2026","283","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
