"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jul 09 00:43:30 UTC 2026","Thu Jul 09 00:43:35 UTC 2026","5522","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"passed","Thu Jul 09 00:43:29 UTC 2026","Thu Jul 09 00:43:29 UTC 2026","363","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"passed","Thu Jul 09 00:42:51 UTC 2026","Thu Jul 09 00:42:52 UTC 2026","1300","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Thu Jul 09 00:43:29 UTC 2026","Thu Jul 09 00:43:30 UTC 2026","883","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Thu Jul 09 00:43:28 UTC 2026","Thu Jul 09 00:43:29 UTC 2026","670","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"passed","Thu Jul 09 00:44:05 UTC 2026","Thu Jul 09 00:44:07 UTC 2026","1875","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"failed","Thu Jul 09 00:42:52 UTC 2026","Thu Jul 09 00:42:58 UTC 2026","5577","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"broken","Thu Jul 09 00:46:16 UTC 2026","Thu Jul 09 00:46:46 UTC 2026","30003","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Thu Jul 09 00:44:07 UTC 2026","Thu Jul 09 00:44:08 UTC 2026","1055","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"failed","Thu Jul 09 00:46:10 UTC 2026","Thu Jul 09 00:46:10 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"broken","Thu Jul 09 00:43:35 UTC 2026","Thu Jul 09 00:44:05 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"broken","Thu Jul 09 00:42:58 UTC 2026","Thu Jul 09 00:43:28 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"failed","Thu Jul 09 00:45:04 UTC 2026","Thu Jul 09 00:45:04 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"failed","Thu Jul 09 00:44:08 UTC 2026","Thu Jul 09 00:45:04 UTC 2026","56011","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"broken","Thu Jul 09 00:45:10 UTC 2026","Thu Jul 09 00:45:40 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"broken","Thu Jul 09 00:45:40 UTC 2026","Thu Jul 09 00:46:10 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
