"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Apr 24 00:45:44 UTC 2026","Fri Apr 24 00:45:44 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Fri Apr 24 00:43:40 UTC 2026","Fri Apr 24 00:43:41 UTC 2026","1210","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Fri Apr 24 00:42:27 UTC 2026","Fri Apr 24 00:42:28 UTC 2026","1002","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"failed","Fri Apr 24 00:42:28 UTC 2026","Fri Apr 24 00:42:34 UTC 2026","5125","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"failed","Fri Apr 24 00:44:39 UTC 2026","Fri Apr 24 00:44:39 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Fri Apr 24 00:43:04 UTC 2026","Fri Apr 24 00:43:04 UTC 2026","197","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Fri Apr 24 00:43:41 UTC 2026","Fri Apr 24 00:43:42 UTC 2026","1047","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"failed","Fri Apr 24 00:43:42 UTC 2026","Fri Apr 24 00:44:39 UTC 2026","56973","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"broken","Fri Apr 24 00:45:14 UTC 2026","Fri Apr 24 00:45:44 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Fri Apr 24 00:43:04 UTC 2026","Fri Apr 24 00:43:04 UTC 2026","199","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"broken","Fri Apr 24 00:42:34 UTC 2026","Fri Apr 24 00:43:04 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Fri Apr 24 00:44:44 UTC 2026","Fri Apr 24 00:45:14 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"broken","Fri Apr 24 00:45:49 UTC 2026","Fri Apr 24 00:46:19 UTC 2026","30003","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"broken","Fri Apr 24 00:43:09 UTC 2026","Fri Apr 24 00:43:39 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Fri Apr 24 00:43:04 UTC 2026","Fri Apr 24 00:43:04 UTC 2026","202","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Fri Apr 24 00:43:04 UTC 2026","Fri Apr 24 00:43:09 UTC 2026","5109","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
