"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 16 00:42:49 UTC 2026","Thu Apr 16 00:42:49 UTC 2026","209","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"passed","Thu Apr 16 00:42:49 UTC 2026","Thu Apr 16 00:42:49 UTC 2026","196","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"broken","Thu Apr 16 00:44:28 UTC 2026","Thu Apr 16 00:44:58 UTC 2026","30001","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"failed","Thu Apr 16 00:45:28 UTC 2026","Thu Apr 16 00:45:28 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"broken","Thu Apr 16 00:44:58 UTC 2026","Thu Apr 16 00:45:28 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Thu Apr 16 00:42:54 UTC 2026","Thu Apr 16 00:43:24 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"failed","Thu Apr 16 00:42:49 UTC 2026","Thu Apr 16 00:42:54 UTC 2026","5092","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"passed","Thu Apr 16 00:43:26 UTC 2026","Thu Apr 16 00:43:27 UTC 2026","1047","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"broken","Thu Apr 16 00:42:19 UTC 2026","Thu Apr 16 00:42:49 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"failed","Thu Apr 16 00:44:23 UTC 2026","Thu Apr 16 00:44:23 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Thu Apr 16 00:42:13 UTC 2026","Thu Apr 16 00:42:13 UTC 2026","853","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Thu Apr 16 00:43:25 UTC 2026","Thu Apr 16 00:43:26 UTC 2026","1199","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Thu Apr 16 00:42:49 UTC 2026","Thu Apr 16 00:42:49 UTC 2026","198","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"failed","Thu Apr 16 00:42:13 UTC 2026","Thu Apr 16 00:42:19 UTC 2026","5119","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"failed","Thu Apr 16 00:43:27 UTC 2026","Thu Apr 16 00:44:23 UTC 2026","56120","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"broken","Thu Apr 16 00:45:33 UTC 2026","Thu Apr 16 00:46:03 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
