"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jun 10 01:06:29 UTC 2026","Wed Jun 10 01:06:29 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"broken","Wed Jun 10 01:03:16 UTC 2026","Wed Jun 10 01:03:46 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Wed Jun 10 01:03:47 UTC 2026","Wed Jun 10 01:03:48 UTC 2026","482","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"failed","Wed Jun 10 01:05:24 UTC 2026","Wed Jun 10 01:05:24 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Wed Jun 10 01:04:24 UTC 2026","Wed Jun 10 01:04:26 UTC 2026","1833","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"failed","Wed Jun 10 01:03:11 UTC 2026","Wed Jun 10 01:03:16 UTC 2026","5538","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Wed Jun 10 01:03:46 UTC 2026","Wed Jun 10 01:03:47 UTC 2026","633","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"broken","Wed Jun 10 01:03:54 UTC 2026","Wed Jun 10 01:04:24 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"broken","Wed Jun 10 01:05:59 UTC 2026","Wed Jun 10 01:06:29 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Wed Jun 10 01:03:09 UTC 2026","Wed Jun 10 01:03:11 UTC 2026","1718","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Wed Jun 10 01:03:48 UTC 2026","Wed Jun 10 01:03:48 UTC 2026","614","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Wed Jun 10 01:04:26 UTC 2026","Wed Jun 10 01:04:27 UTC 2026","1055","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"failed","Wed Jun 10 01:04:27 UTC 2026","Wed Jun 10 01:05:24 UTC 2026","56958","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"broken","Wed Jun 10 01:05:29 UTC 2026","Wed Jun 10 01:05:59 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"failed","Wed Jun 10 01:03:48 UTC 2026","Wed Jun 10 01:03:54 UTC 2026","5409","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"broken","Wed Jun 10 01:06:35 UTC 2026","Wed Jun 10 01:07:05 UTC 2026","30003","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
