"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 20 00:54:48 UTC 2026","Wed May 20 00:54:49 UTC 2026","264","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"failed","Wed May 20 00:55:26 UTC 2026","Wed May 20 00:56:23 UTC 2026","56699","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"broken","Wed May 20 00:57:34 UTC 2026","Wed May 20 00:58:04 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"failed","Wed May 20 00:54:49 UTC 2026","Wed May 20 00:54:54 UTC 2026","5142","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"passed","Wed May 20 00:55:24 UTC 2026","Wed May 20 00:55:25 UTC 2026","1277","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Wed May 20 00:54:48 UTC 2026","Wed May 20 00:54:48 UTC 2026","231","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"broken","Wed May 20 00:56:28 UTC 2026","Wed May 20 00:56:58 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"passed","Wed May 20 00:54:48 UTC 2026","Wed May 20 00:54:48 UTC 2026","288","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Wed May 20 00:54:12 UTC 2026","Wed May 20 00:54:18 UTC 2026","5200","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"broken","Wed May 20 00:54:54 UTC 2026","Wed May 20 00:55:24 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Wed May 20 00:54:12 UTC 2026","Wed May 20 00:54:12 UTC 2026","854","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"failed","Wed May 20 00:56:23 UTC 2026","Wed May 20 00:56:23 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"broken","Wed May 20 00:56:58 UTC 2026","Wed May 20 00:57:28 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"failed","Wed May 20 00:57:28 UTC 2026","Wed May 20 00:57:28 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Wed May 20 00:55:25 UTC 2026","Wed May 20 00:55:26 UTC 2026","1056","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"broken","Wed May 20 00:54:18 UTC 2026","Wed May 20 00:54:48 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
