"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jun 19 01:05:06 UTC 2026","Fri Jun 19 01:05:12 UTC 2026","5181","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Fri Jun 19 01:05:06 UTC 2026","Fri Jun 19 01:05:06 UTC 2026","758","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"broken","Fri Jun 19 01:07:22 UTC 2026","Fri Jun 19 01:07:52 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"passed","Fri Jun 19 01:06:19 UTC 2026","Fri Jun 19 01:06:20 UTC 2026","1056","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"passed","Fri Jun 19 01:05:42 UTC 2026","Fri Jun 19 01:05:43 UTC 2026","282","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"broken","Fri Jun 19 01:05:12 UTC 2026","Fri Jun 19 01:05:42 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Fri Jun 19 01:05:42 UTC 2026","Fri Jun 19 01:05:42 UTC 2026","264","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"failed","Fri Jun 19 01:05:43 UTC 2026","Fri Jun 19 01:05:48 UTC 2026","5127","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"broken","Fri Jun 19 01:08:28 UTC 2026","Fri Jun 19 01:08:58 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Fri Jun 19 01:05:42 UTC 2026","Fri Jun 19 01:05:42 UTC 2026","321","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Fri Jun 19 01:08:22 UTC 2026","Fri Jun 19 01:08:22 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"broken","Fri Jun 19 01:07:52 UTC 2026","Fri Jun 19 01:08:22 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Fri Jun 19 01:06:18 UTC 2026","Fri Jun 19 01:06:19 UTC 2026","1295","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"broken","Fri Jun 19 01:05:48 UTC 2026","Fri Jun 19 01:06:18 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"failed","Fri Jun 19 01:06:20 UTC 2026","Fri Jun 19 01:07:17 UTC 2026","56545","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"failed","Fri Jun 19 01:07:17 UTC 2026","Fri Jun 19 01:07:17 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
