"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 18 00:35:40 UTC 2026","Sat Jul 18 00:35:40 UTC 2026","411","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"broken","Sat Jul 18 00:35:10 UTC 2026","Sat Jul 18 00:35:40 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Sat Jul 18 00:36:16 UTC 2026","Sat Jul 18 00:36:18 UTC 2026","1658","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"failed","Sat Jul 18 00:36:19 UTC 2026","Sat Jul 18 00:37:16 UTC 2026","56861","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"broken","Sat Jul 18 00:37:21 UTC 2026","Sat Jul 18 00:37:51 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"broken","Sat Jul 18 00:38:27 UTC 2026","Sat Jul 18 00:38:57 UTC 2026","30001","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"broken","Sat Jul 18 00:37:51 UTC 2026","Sat Jul 18 00:38:21 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"failed","Sat Jul 18 00:35:05 UTC 2026","Sat Jul 18 00:35:10 UTC 2026","5284","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Sat Jul 18 00:35:03 UTC 2026","Sat Jul 18 00:35:05 UTC 2026","1073","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"failed","Sat Jul 18 00:37:16 UTC 2026","Sat Jul 18 00:37:16 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Sat Jul 18 00:35:41 UTC 2026","Sat Jul 18 00:35:41 UTC 2026","398","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"broken","Sat Jul 18 00:35:46 UTC 2026","Sat Jul 18 00:36:16 UTC 2026","30001","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Sat Jul 18 00:35:40 UTC 2026","Sat Jul 18 00:35:41 UTC 2026","281","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"failed","Sat Jul 18 00:35:41 UTC 2026","Sat Jul 18 00:35:46 UTC 2026","5177","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"failed","Sat Jul 18 00:38:22 UTC 2026","Sat Jul 18 00:38:22 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Sat Jul 18 00:36:18 UTC 2026","Sat Jul 18 00:36:19 UTC 2026","1055","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
