"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 24 00:47:49 UTC 2026","Fri Apr 24 00:47:49 UTC 2026","183","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"failed","Fri Apr 24 00:47:13 UTC 2026","Fri Apr 24 00:47:19 UTC 2026","5111","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"broken","Fri Apr 24 00:49:33 UTC 2026","Fri Apr 24 00:50:03 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"passed","Fri Apr 24 00:47:49 UTC 2026","Fri Apr 24 00:47:49 UTC 2026","189","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Fri Apr 24 00:49:28 UTC 2026","Fri Apr 24 00:49:28 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"failed","Fri Apr 24 00:47:54 UTC 2026","Fri Apr 24 00:47:59 UTC 2026","5080","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"passed","Fri Apr 24 00:47:12 UTC 2026","Fri Apr 24 00:47:13 UTC 2026","1030","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Fri Apr 24 00:48:31 UTC 2026","Fri Apr 24 00:48:32 UTC 2026","1038","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"broken","Fri Apr 24 00:50:03 UTC 2026","Fri Apr 24 00:50:33 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Fri Apr 24 00:50:38 UTC 2026","Fri Apr 24 00:51:08 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"broken","Fri Apr 24 00:47:19 UTC 2026","Fri Apr 24 00:47:49 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Fri Apr 24 00:47:59 UTC 2026","Fri Apr 24 00:48:29 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"failed","Fri Apr 24 00:50:33 UTC 2026","Fri Apr 24 00:50:33 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"failed","Fri Apr 24 00:47:49 UTC 2026","Fri Apr 24 00:47:54 UTC 2026","5074","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Fri Apr 24 00:48:29 UTC 2026","Fri Apr 24 00:48:31 UTC 2026","1187","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"failed","Fri Apr 24 00:48:32 UTC 2026","Fri Apr 24 00:49:28 UTC 2026","56056","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
