"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 15 00:49:00 UTC 2026","Fri May 15 00:49:00 UTC 2026","433","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Fri May 15 00:49:39 UTC 2026","Fri May 15 00:50:35 UTC 2026","56209","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"broken","Fri May 15 00:49:06 UTC 2026","Fri May 15 00:49:36 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"failed","Fri May 15 00:51:41 UTC 2026","Fri May 15 00:51:41 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"failed","Fri May 15 00:50:35 UTC 2026","Fri May 15 00:50:35 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Fri May 15 00:49:38 UTC 2026","Fri May 15 00:49:39 UTC 2026","1055","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"failed","Fri May 15 00:49:01 UTC 2026","Fri May 15 00:49:06 UTC 2026","5176","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"broken","Fri May 15 00:51:46 UTC 2026","Fri May 15 00:52:16 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Fri May 15 00:49:01 UTC 2026","Fri May 15 00:49:01 UTC 2026","397","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"failed","Fri May 15 00:48:24 UTC 2026","Fri May 15 00:48:30 UTC 2026","5337","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Fri May 15 00:48:23 UTC 2026","Fri May 15 00:48:24 UTC 2026","1100","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Fri May 15 00:49:00 UTC 2026","Fri May 15 00:49:01 UTC 2026","282","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"broken","Fri May 15 00:51:10 UTC 2026","Fri May 15 00:51:40 UTC 2026","30001","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Fri May 15 00:49:36 UTC 2026","Fri May 15 00:49:38 UTC 2026","1389","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"broken","Fri May 15 00:48:30 UTC 2026","Fri May 15 00:49:00 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Fri May 15 00:50:40 UTC 2026","Fri May 15 00:51:10 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
