"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon May 25 00:54:38 UTC 2026","Mon May 25 00:55:34 UTC 2026","55645","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"passed","Mon May 25 00:54:00 UTC 2026","Mon May 25 00:54:00 UTC 2026","265","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"broken","Mon May 25 00:56:09 UTC 2026","Mon May 25 00:56:39 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Mon May 25 00:54:00 UTC 2026","Mon May 25 00:54:00 UTC 2026","265","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"broken","Mon May 25 00:55:39 UTC 2026","Mon May 25 00:56:09 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"broken","Mon May 25 00:56:44 UTC 2026","Mon May 25 00:57:14 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"failed","Mon May 25 00:53:24 UTC 2026","Mon May 25 00:53:29 UTC 2026","5194","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"failed","Mon May 25 00:54:00 UTC 2026","Mon May 25 00:54:05 UTC 2026","5158","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"broken","Mon May 25 00:53:29 UTC 2026","Mon May 25 00:53:59 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Mon May 25 00:54:37 UTC 2026","Mon May 25 00:54:38 UTC 2026","1055","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"passed","Mon May 25 00:54:36 UTC 2026","Mon May 25 00:54:37 UTC 2026","1264","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"broken","Mon May 25 00:54:05 UTC 2026","Mon May 25 00:54:35 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"failed","Mon May 25 00:56:39 UTC 2026","Mon May 25 00:56:39 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Mon May 25 00:53:23 UTC 2026","Mon May 25 00:53:24 UTC 2026","875","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Mon May 25 00:53:59 UTC 2026","Mon May 25 00:54:00 UTC 2026","294","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Mon May 25 00:55:34 UTC 2026","Mon May 25 00:55:34 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
