"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri May 08 00:50:38 UTC 2026","Fri May 08 00:50:43 UTC 2026","5147","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"failed","Fri May 08 00:51:14 UTC 2026","Fri May 08 00:51:19 UTC 2026","5126","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"failed","Fri May 08 00:51:51 UTC 2026","Fri May 08 00:52:48 UTC 2026","56575","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"broken","Fri May 08 00:53:23 UTC 2026","Fri May 08 00:53:53 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Fri May 08 00:52:53 UTC 2026","Fri May 08 00:53:23 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"failed","Fri May 08 00:53:53 UTC 2026","Fri May 08 00:53:53 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"broken","Fri May 08 00:50:43 UTC 2026","Fri May 08 00:51:13 UTC 2026","30004","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Fri May 08 00:51:50 UTC 2026","Fri May 08 00:51:51 UTC 2026","1055","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"passed","Fri May 08 00:51:49 UTC 2026","Fri May 08 00:51:50 UTC 2026","1258","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"broken","Fri May 08 00:53:59 UTC 2026","Fri May 08 00:54:29 UTC 2026","30001","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Fri May 08 00:51:13 UTC 2026","Fri May 08 00:51:13 UTC 2026","232","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"failed","Fri May 08 00:52:48 UTC 2026","Fri May 08 00:52:48 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Fri May 08 00:50:37 UTC 2026","Fri May 08 00:50:38 UTC 2026","536","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Fri May 08 00:51:13 UTC 2026","Fri May 08 00:51:14 UTC 2026","230","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Fri May 08 00:51:13 UTC 2026","Fri May 08 00:51:13 UTC 2026","269","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"broken","Fri May 08 00:51:19 UTC 2026","Fri May 08 00:51:49 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
