"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 04 00:48:39 UTC 2026","Mon May 04 00:49:09 UTC 2026","30000","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"broken","Mon May 04 00:47:04 UTC 2026","Mon May 04 00:47:34 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Mon May 04 00:46:58 UTC 2026","Mon May 04 00:46:59 UTC 2026","408","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Mon May 04 00:47:37 UTC 2026","Mon May 04 00:48:34 UTC 2026","56606","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"failed","Mon May 04 00:49:39 UTC 2026","Mon May 04 00:49:39 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"broken","Mon May 04 00:49:45 UTC 2026","Mon May 04 00:50:15 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"failed","Mon May 04 00:46:23 UTC 2026","Mon May 04 00:46:28 UTC 2026","5356","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"broken","Mon May 04 00:46:28 UTC 2026","Mon May 04 00:46:58 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"failed","Mon May 04 00:46:59 UTC 2026","Mon May 04 00:47:04 UTC 2026","5173","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"passed","Mon May 04 00:46:59 UTC 2026","Mon May 04 00:46:59 UTC 2026","297","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"passed","Mon May 04 00:47:35 UTC 2026","Mon May 04 00:47:36 UTC 2026","1663","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Mon May 04 00:46:59 UTC 2026","Mon May 04 00:46:59 UTC 2026","301","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"failed","Mon May 04 00:48:34 UTC 2026","Mon May 04 00:48:34 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"broken","Mon May 04 00:49:09 UTC 2026","Mon May 04 00:49:39 UTC 2026","30001","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Mon May 04 00:47:36 UTC 2026","Mon May 04 00:47:37 UTC 2026","1050","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"passed","Mon May 04 00:46:22 UTC 2026","Mon May 04 00:46:23 UTC 2026","950","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
