"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jun 03 01:07:29 UTC 2026","Wed Jun 03 01:07:29 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"failed","Wed Jun 03 01:04:49 UTC 2026","Wed Jun 03 01:04:54 UTC 2026","5125","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"broken","Wed Jun 03 01:06:58 UTC 2026","Wed Jun 03 01:07:28 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Wed Jun 03 01:05:24 UTC 2026","Wed Jun 03 01:05:25 UTC 2026","1554","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"broken","Wed Jun 03 01:06:28 UTC 2026","Wed Jun 03 01:06:58 UTC 2026","30001","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"passed","Wed Jun 03 01:04:11 UTC 2026","Wed Jun 03 01:04:12 UTC 2026","867","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Wed Jun 03 01:04:48 UTC 2026","Wed Jun 03 01:04:48 UTC 2026","330","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"broken","Wed Jun 03 01:04:18 UTC 2026","Wed Jun 03 01:04:48 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"failed","Wed Jun 03 01:04:12 UTC 2026","Wed Jun 03 01:04:18 UTC 2026","5192","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Wed Jun 03 01:05:25 UTC 2026","Wed Jun 03 01:05:26 UTC 2026","1055","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"failed","Wed Jun 03 01:05:26 UTC 2026","Wed Jun 03 01:06:23 UTC 2026","56629","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"failed","Wed Jun 03 01:06:23 UTC 2026","Wed Jun 03 01:06:23 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Wed Jun 03 01:04:48 UTC 2026","Wed Jun 03 01:04:48 UTC 2026","231","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"passed","Wed Jun 03 01:04:48 UTC 2026","Wed Jun 03 01:04:49 UTC 2026","282","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"broken","Wed Jun 03 01:07:34 UTC 2026","Wed Jun 03 01:08:04 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"broken","Wed Jun 03 01:04:54 UTC 2026","Wed Jun 03 01:05:24 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
