"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu May 28 00:48:48 UTC 2026","Thu May 28 00:49:18 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Thu May 28 00:49:56 UTC 2026","Thu May 28 00:49:57 UTC 2026","1915","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Thu May 28 00:48:41 UTC 2026","Thu May 28 00:48:42 UTC 2026","1610","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"failed","Thu May 28 00:49:20 UTC 2026","Thu May 28 00:49:25 UTC 2026","5560","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"failed","Thu May 28 00:49:59 UTC 2026","Thu May 28 00:50:54 UTC 2026","55703","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"passed","Thu May 28 00:49:57 UTC 2026","Thu May 28 00:49:59 UTC 2026","1055","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"failed","Thu May 28 00:48:42 UTC 2026","Thu May 28 00:48:48 UTC 2026","5544","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"failed","Thu May 28 00:52:00 UTC 2026","Thu May 28 00:52:00 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Thu May 28 00:49:19 UTC 2026","Thu May 28 00:49:20 UTC 2026","630","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Thu May 28 00:49:18 UTC 2026","Thu May 28 00:49:19 UTC 2026","883","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Thu May 28 00:50:54 UTC 2026","Thu May 28 00:50:54 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"broken","Thu May 28 00:51:30 UTC 2026","Thu May 28 00:52:00 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Thu May 28 00:52:06 UTC 2026","Thu May 28 00:52:36 UTC 2026","30001","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"broken","Thu May 28 00:49:25 UTC 2026","Thu May 28 00:49:55 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"broken","Thu May 28 00:51:00 UTC 2026","Thu May 28 00:51:30 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"passed","Thu May 28 00:49:19 UTC 2026","Thu May 28 00:49:19 UTC 2026","364","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
