"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Aug 17 00:14:45 UTC 2026","Mon Aug 17 00:15:15 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"failed","Mon Aug 17 00:17:57 UTC 2026","Mon Aug 17 00:17:57 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"failed","Mon Aug 17 00:15:55 UTC 2026","Mon Aug 17 00:16:51 UTC 2026","56329","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"broken","Mon Aug 17 00:17:26 UTC 2026","Mon Aug 17 00:17:56 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Mon Aug 17 00:18:02 UTC 2026","Mon Aug 17 00:18:32 UTC 2026","30003","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"failed","Mon Aug 17 00:16:51 UTC 2026","Mon Aug 17 00:16:51 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Mon Aug 17 00:15:52 UTC 2026","Mon Aug 17 00:15:54 UTC 2026","1418","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Mon Aug 17 00:14:39 UTC 2026","Mon Aug 17 00:14:40 UTC 2026","894","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Mon Aug 17 00:15:16 UTC 2026","Mon Aug 17 00:15:16 UTC 2026","409","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"passed","Mon Aug 17 00:15:54 UTC 2026","Mon Aug 17 00:15:55 UTC 2026","1054","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"passed","Mon Aug 17 00:15:16 UTC 2026","Mon Aug 17 00:15:16 UTC 2026","299","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"broken","Mon Aug 17 00:15:22 UTC 2026","Mon Aug 17 00:15:52 UTC 2026","30001","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"failed","Mon Aug 17 00:14:40 UTC 2026","Mon Aug 17 00:14:45 UTC 2026","5348","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"broken","Mon Aug 17 00:16:56 UTC 2026","Mon Aug 17 00:17:26 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"passed","Mon Aug 17 00:15:16 UTC 2026","Mon Aug 17 00:15:17 UTC 2026","415","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"failed","Mon Aug 17 00:15:17 UTC 2026","Mon Aug 17 00:15:22 UTC 2026","5308","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
