"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 21 00:44:47 UTC 2026","Tue Apr 21 00:44:48 UTC 2026","622","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"broken","Tue Apr 21 00:47:43 UTC 2026","Tue Apr 21 00:48:13 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Tue Apr 21 00:45:34 UTC 2026","Tue Apr 21 00:46:04 UTC 2026","30001","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Tue Apr 21 00:45:23 UTC 2026","Tue Apr 21 00:45:24 UTC 2026","210","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Tue Apr 21 00:44:48 UTC 2026","Tue Apr 21 00:44:53 UTC 2026","5117","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"failed","Tue Apr 21 00:45:24 UTC 2026","Tue Apr 21 00:45:29 UTC 2026","5107","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"failed","Tue Apr 21 00:46:05 UTC 2026","Tue Apr 21 00:46:11 UTC 2026","6045","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"broken","Tue Apr 21 00:47:13 UTC 2026","Tue Apr 21 00:47:43 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"failed","Tue Apr 21 00:47:08 UTC 2026","Tue Apr 21 00:47:08 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"broken","Tue Apr 21 00:44:53 UTC 2026","Tue Apr 21 00:45:23 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"failed","Tue Apr 21 00:48:13 UTC 2026","Tue Apr 21 00:48:13 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Tue Apr 21 00:46:04 UTC 2026","Tue Apr 21 00:46:05 UTC 2026","1199","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"failed","Tue Apr 21 00:46:11 UTC 2026","Tue Apr 21 00:47:08 UTC 2026","56269","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"passed","Tue Apr 21 00:45:24 UTC 2026","Tue Apr 21 00:45:24 UTC 2026","213","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"failed","Tue Apr 21 00:45:29 UTC 2026","Tue Apr 21 00:45:34 UTC 2026","5096","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"broken","Tue Apr 21 00:48:18 UTC 2026","Tue Apr 21 00:48:48 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
