"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Sep 12 00:35:01 UTC 2026","Sat Sep 12 00:35:01 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Sat Sep 12 00:32:55 UTC 2026","Sat Sep 12 00:32:57 UTC 2026","1624","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"broken","Sat Sep 12 00:31:48 UTC 2026","Sat Sep 12 00:32:18 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Sat Sep 12 00:32:19 UTC 2026","Sat Sep 12 00:32:20 UTC 2026","481","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Sat Sep 12 00:32:19 UTC 2026","Sat Sep 12 00:32:19 UTC 2026","513","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"passed","Sat Sep 12 00:31:41 UTC 2026","Sat Sep 12 00:31:43 UTC 2026","1020","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"broken","Sat Sep 12 00:35:06 UTC 2026","Sat Sep 12 00:35:36 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"failed","Sat Sep 12 00:31:43 UTC 2026","Sat Sep 12 00:31:48 UTC 2026","5557","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Sat Sep 12 00:32:18 UTC 2026","Sat Sep 12 00:32:19 UTC 2026","640","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Sat Sep 12 00:32:20 UTC 2026","Sat Sep 12 00:32:25 UTC 2026","5376","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"broken","Sat Sep 12 00:32:25 UTC 2026","Sat Sep 12 00:32:55 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"failed","Sat Sep 12 00:33:55 UTC 2026","Sat Sep 12 00:33:55 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"broken","Sat Sep 12 00:34:00 UTC 2026","Sat Sep 12 00:34:30 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"broken","Sat Sep 12 00:34:31 UTC 2026","Sat Sep 12 00:35:01 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"failed","Sat Sep 12 00:32:58 UTC 2026","Sat Sep 12 00:33:55 UTC 2026","56728","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"passed","Sat Sep 12 00:32:57 UTC 2026","Sat Sep 12 00:32:58 UTC 2026","1054","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
