"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jul 15 00:35:20 UTC 2026","Wed Jul 15 00:35:50 UTC 2026","30001","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"failed","Wed Jul 15 00:36:20 UTC 2026","Wed Jul 15 00:36:20 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Wed Jul 15 00:33:36 UTC 2026","Wed Jul 15 00:33:37 UTC 2026","566","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"broken","Wed Jul 15 00:33:43 UTC 2026","Wed Jul 15 00:34:13 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"failed","Wed Jul 15 00:34:16 UTC 2026","Wed Jul 15 00:35:14 UTC 2026","58552","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"passed","Wed Jul 15 00:33:35 UTC 2026","Wed Jul 15 00:33:36 UTC 2026","722","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"broken","Wed Jul 15 00:35:50 UTC 2026","Wed Jul 15 00:36:20 UTC 2026","30001","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Wed Jul 15 00:34:15 UTC 2026","Wed Jul 15 00:34:16 UTC 2026","1042","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"broken","Wed Jul 15 00:36:26 UTC 2026","Wed Jul 15 00:36:56 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"failed","Wed Jul 15 00:33:00 UTC 2026","Wed Jul 15 00:33:05 UTC 2026","5647","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"failed","Wed Jul 15 00:33:37 UTC 2026","Wed Jul 15 00:33:43 UTC 2026","5277","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"passed","Wed Jul 15 00:34:13 UTC 2026","Wed Jul 15 00:34:15 UTC 2026","1982","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Wed Jul 15 00:33:37 UTC 2026","Wed Jul 15 00:33:37 UTC 2026","765","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"broken","Wed Jul 15 00:33:05 UTC 2026","Wed Jul 15 00:33:35 UTC 2026","30004","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Wed Jul 15 00:32:57 UTC 2026","Wed Jul 15 00:32:59 UTC 2026","2048","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"failed","Wed Jul 15 00:35:14 UTC 2026","Wed Jul 15 00:35:14 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
