"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 13 00:37:26 UTC 2026","Sun Sep 13 00:37:28 UTC 2026","1053","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"passed","Sun Sep 13 00:36:13 UTC 2026","Sun Sep 13 00:36:14 UTC 2026","572","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Sun Sep 13 00:36:50 UTC 2026","Sun Sep 13 00:36:50 UTC 2026","265","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Sun Sep 13 00:36:49 UTC 2026","Sun Sep 13 00:36:50 UTC 2026","265","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"failed","Sun Sep 13 00:37:28 UTC 2026","Sun Sep 13 00:38:24 UTC 2026","56319","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"failed","Sun Sep 13 00:38:24 UTC 2026","Sun Sep 13 00:38:24 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"broken","Sun Sep 13 00:39:35 UTC 2026","Sun Sep 13 00:40:05 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"broken","Sun Sep 13 00:36:19 UTC 2026","Sun Sep 13 00:36:49 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Sun Sep 13 00:38:59 UTC 2026","Sun Sep 13 00:39:29 UTC 2026","30001","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Sun Sep 13 00:36:49 UTC 2026","Sun Sep 13 00:36:49 UTC 2026","282","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Sun Sep 13 00:39:29 UTC 2026","Sun Sep 13 00:39:29 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"failed","Sun Sep 13 00:36:50 UTC 2026","Sun Sep 13 00:36:55 UTC 2026","5140","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"failed","Sun Sep 13 00:36:14 UTC 2026","Sun Sep 13 00:36:19 UTC 2026","5177","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"broken","Sun Sep 13 00:38:29 UTC 2026","Sun Sep 13 00:38:59 UTC 2026","30004","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"broken","Sun Sep 13 00:36:55 UTC 2026","Sun Sep 13 00:37:25 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Sun Sep 13 00:37:25 UTC 2026","Sun Sep 13 00:37:26 UTC 2026","1277","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
