"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon May 18 00:57:40 UTC 2026","Mon May 18 00:58:35 UTC 2026","55876","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"failed","Mon May 18 00:57:01 UTC 2026","Mon May 18 00:57:06 UTC 2026","5243","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"passed","Mon May 18 00:57:00 UTC 2026","Mon May 18 00:57:01 UTC 2026","481","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"passed","Mon May 18 00:56:22 UTC 2026","Mon May 18 00:56:24 UTC 2026","1548","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"broken","Mon May 18 00:56:29 UTC 2026","Mon May 18 00:56:59 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Mon May 18 00:58:41 UTC 2026","Mon May 18 00:59:11 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"broken","Mon May 18 00:59:47 UTC 2026","Mon May 18 01:00:17 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"broken","Mon May 18 00:57:06 UTC 2026","Mon May 18 00:57:36 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Mon May 18 00:56:59 UTC 2026","Mon May 18 00:57:00 UTC 2026","646","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Mon May 18 00:58:35 UTC 2026","Mon May 18 00:58:35 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"failed","Mon May 18 00:59:41 UTC 2026","Mon May 18 00:59:41 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Mon May 18 00:57:01 UTC 2026","Mon May 18 00:57:01 UTC 2026","631","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"failed","Mon May 18 00:56:24 UTC 2026","Mon May 18 00:56:29 UTC 2026","5546","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Mon May 18 00:57:37 UTC 2026","Mon May 18 00:57:39 UTC 2026","1877","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Mon May 18 00:57:39 UTC 2026","Mon May 18 00:57:40 UTC 2026","1055","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"broken","Mon May 18 00:59:11 UTC 2026","Mon May 18 00:59:41 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
