"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 05 01:01:56 UTC 2026","Fri Jun 05 01:01:58 UTC 2026","1520","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Fri Jun 05 01:01:20 UTC 2026","Fri Jun 05 01:01:20 UTC 2026","285","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"broken","Fri Jun 05 01:01:26 UTC 2026","Fri Jun 05 01:01:56 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"failed","Fri Jun 05 01:04:01 UTC 2026","Fri Jun 05 01:04:01 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Fri Jun 05 01:01:20 UTC 2026","Fri Jun 05 01:01:21 UTC 2026","231","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"broken","Fri Jun 05 01:04:06 UTC 2026","Fri Jun 05 01:04:36 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Fri Jun 05 01:00:44 UTC 2026","Fri Jun 05 01:00:45 UTC 2026","650","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Fri Jun 05 01:01:58 UTC 2026","Fri Jun 05 01:01:59 UTC 2026","1053","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"broken","Fri Jun 05 01:03:31 UTC 2026","Fri Jun 05 01:04:01 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Fri Jun 05 01:00:50 UTC 2026","Fri Jun 05 01:01:20 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Fri Jun 05 01:03:01 UTC 2026","Fri Jun 05 01:03:31 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"failed","Fri Jun 05 01:02:56 UTC 2026","Fri Jun 05 01:02:56 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Fri Jun 05 01:01:21 UTC 2026","Fri Jun 05 01:01:21 UTC 2026","266","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"failed","Fri Jun 05 01:01:21 UTC 2026","Fri Jun 05 01:01:26 UTC 2026","5143","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"failed","Fri Jun 05 01:00:45 UTC 2026","Fri Jun 05 01:00:50 UTC 2026","5205","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"failed","Fri Jun 05 01:01:59 UTC 2026","Fri Jun 05 01:02:56 UTC 2026","56919","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
