"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 19 00:16:09 UTC 2026","Wed Aug 19 00:16:09 UTC 2026","265","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"passed","Wed Aug 19 00:15:32 UTC 2026","Wed Aug 19 00:15:33 UTC 2026","1026","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Wed Aug 19 00:16:08 UTC 2026","Wed Aug 19 00:16:09 UTC 2026","411","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Wed Aug 19 00:16:47 UTC 2026","Wed Aug 19 00:17:43 UTC 2026","55918","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"failed","Wed Aug 19 00:17:43 UTC 2026","Wed Aug 19 00:17:43 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Wed Aug 19 00:16:45 UTC 2026","Wed Aug 19 00:16:46 UTC 2026","1623","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"failed","Wed Aug 19 00:16:09 UTC 2026","Wed Aug 19 00:16:14 UTC 2026","5180","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"broken","Wed Aug 19 00:15:38 UTC 2026","Wed Aug 19 00:16:08 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Wed Aug 19 00:17:48 UTC 2026","Wed Aug 19 00:18:18 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"passed","Wed Aug 19 00:16:46 UTC 2026","Wed Aug 19 00:16:47 UTC 2026","1039","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"broken","Wed Aug 19 00:18:54 UTC 2026","Wed Aug 19 00:19:24 UTC 2026","30001","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"failed","Wed Aug 19 00:18:49 UTC 2026","Wed Aug 19 00:18:49 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Wed Aug 19 00:16:09 UTC 2026","Wed Aug 19 00:16:09 UTC 2026","416","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"failed","Wed Aug 19 00:15:33 UTC 2026","Wed Aug 19 00:15:38 UTC 2026","5315","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"broken","Wed Aug 19 00:18:19 UTC 2026","Wed Aug 19 00:18:49 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Wed Aug 19 00:16:14 UTC 2026","Wed Aug 19 00:16:44 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
